Lithic ID,TA,Main,,,,Metrics,,,,,,,Implement Description,,,,,,,,,,,,,,Platform Typology,Removal blank,Core Typology,Termination,Comments,Photo Number,Sketch Number
,,Raw Material,Colour/Grain/Opacity,Pattern,Cortex (%),Weight (g),Length (mm),Width (mm),Thickness (mm),Bulb Thickness (mm),Platform Thickness (mm),platform Length (mm),Eraillure,Typology,Utilization,Retouch,Retouch Position,Retouch Localization,Retouch Distribution,Retouch Intensity,Retouch ANGLE,RETOUCH MORPHOLOGY,SHINE,Blank,Breakage,Num of Scars on Cores,,,,,,,
1513,,,,,,,58.5,11.9,4,,,,,,,,1,direct,left-right,continous,short,low,sub-parallel,,bladelet,,,removed?,,,,,
1526,,,,,,,25,10.6,24.6,2.6,,,,,,,1,inverse,mesial,partial,short,low,sub-parallel,,bladelet-mid,,,,,,,adhesive,
1532,,,,,,,34,8.9,3.5,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
1544,,,,,,,41,11,3.4,,,,,,,,1,alternate,left-right,continous,short,low,sub-parallel,,bladelet-pro,,,broken,,,,,
1530,,,,,,,23,13.3,3.3,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
1535,,,,,,,24,7.6,2.2,,,,,,,1,,,,,,,,,bladelet-dis,,,,,,,,
1537,,,,,,,19,13.5,3.8,,,,,,,1,,,,,,,,,bladelet-mid,,,,,,,,
1519,,,,,,,34,13.4,1.9,,4,1.4,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
1552,,,,,,,30.5,11.6,4.2,4.6,3.8,0.9,,,1,1,,,,,,,,,bladelet-pro,,,linear,,,,,
1529,,,,,,,32.6,9.4,1.8,2.3,3,1.2,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
1523,,,,,,,23,9,1.8,1.9,3,0.8,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
1550,,,,,,,50,10,2.5,,,,,,1,,,,,,,,,,bladelet-pro,,,,,,,,
1545,,,,,,,20.6,9.2,1.8,1.9,,,1,,1,,,,,,,,,,bladelet-pro,,,?,,,,,
1557,,,,,,,27,7.2,1.8,,2.8,1.9,,,,,,,,,,,,,bladelet,,,dihedral,,,,,
1547,,,,,,,21.7,9.2,2.3,2.5,4,1.7,1,,,,,,,,,,,,bladelt-pro,,,punctiform,,,,,
542,,,,,,,18,8.2,2.4,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
1533,,,,,,,23,8,3,,,,,inverse notch,,1,,,,,,,,,bladlet-mid,,,,,,,,
1556,,,,,,,22.4,8,1.9,2.1,4,1.3,1,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
1551,,,,,,,30,12.6,3,6,1,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
1525,,,,,,,26,11,2.2,2.6,4,0.8,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
1546,,,,,5,,21.4,10.1,2.5,2.7,4.2,1.7,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
1527,,,,,,,20,11.5,3,3.3,3.5,1,1,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
1548,,,,,,,25,10.1,2.5,,,,,,,,1,,,,,,,,bladelet-mid,,,,,,,,
1559,,,,,,,22,11.5,3.2,3.3,3.8,1.4,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
1534,,,,,,,17,9.2,2,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
1581,tp1/101,,,,,,17.2,11.3,3.3,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
1583,,,,,,,33.6,6.9,1.7,2,4,1,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
1582,,,,,,,43.8,10.6,2.4,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
1484,tp1/89,,,,25,,36.4,30,,,,,,,,,,,,,,,,,,,,,,,pyramidal/bladelet,,
1485,,,,,35,,35,19,,,,,,,,,,,,,,,,,,,,,,,pyramidal/bladelet,,
1491,,,,,,,30,8.4,1.9,2.1,8.3,1.4,,,,,,,,,,,,,bladelet-pro,,,,,,,,
1584,tp1/667,,,,,,70,10,2.5,2.8,4.9,1.2,,,1,,,,,,,,,,bladelet ,,,linear,,,,adhesive,
1585,,,,,,,26.3,9.5,2.9,3.2,3.8,0.8,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,burnt,
1588,,,,,,,43,7.7,1.6,1.9,2.7,0.9,,,1,,,,,,,,,,bladelet-pro,,,,,,,,
1586,,,,,,,38.5,26.2,5.8,,,,,?part of core tablet,,,,,,,,,,,flake,,,broken,,,,,
1587,,,,,,,,,,,,,,zavie dar,,,,,,,,,,,,,,,,,,,
1666,,,,,,,31.6,14,3.6,3.8,3.2,0.9,,convergent scraper,,,1,direct,distal-left-right,continous,short,semi-abrupt,,,bladelet,,,linear,,,,,
1488,tp1/89,,,,,,30,8.9,2.8,3,3.8,1,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
1490,,,,,,,34,13,1.7,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
1487,,,,,,,35,10,3.1,3.2,3.4,1.2,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
1486,,,,,,,18,8,3.4,,,,,,1,,,,,,,,,,bladelet-mid,,,,,,,,
1489,,,,,,,26,8,2.6,2.9,2,1,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
1574,tp1/90,,,,,,20,11,2,,,,,,1,,,,,,,,,,bladelet-mid,,,,,,,,
1579,,,,,,,40,14,3,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
1578,,,,,,,14,14.5,2.5,,,,,,,,,,,,,,,,blade-mid,,,,,,,,
1576,,,,,,,18,11,2.5,2.8,3.3,1.4,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
1577,,,,,,,27,8.2,2.5,2.8,1.4,4.6,,,,1,,,,,,,,,bladelet-pro,,,linear,,,,,
1586,,,,,,,24,7.2,1.3,1.4,4.2,0.6,,,,,,,,,,,,,bladelt-pro,,,linear,,,,,
1575,,,,,10,,24,9.8,2.7,3,4,1.2,,,,,,,,,,,,,bladelet,,,linear,,,,,
1573,,,,,,,40,15,3,3.3,4.8,1.5,,,1,,,,,,,,,,bladelet-pro,,,plain,,,,,
1568,tp1/90,,,,,,19.8,8.6,2.2,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
1569,,,,,,,36,10.6,2.6,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
1571,,,,,,,26.2,12.5,3.2,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
1565,,,,,5,,16.8,9.1,2.4,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
1567,1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,,,,,,,13.9,8.4,1.9,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,fossil,
1566,,,,,,,21.5,8.9,2.8,2.9,1.6,1,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
1570,,,,,,,17.6,9.3,2.5,2.8,3,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
1564,,,,,15,,29.6,28.6,18.5,,,,,,,,,,,,,,,,flake,,,plain,,,,,
1760,45,,,,,,44.5,18.6,4,,,,,,,,,,,,,,,,flake,,,broken,,,,,
1768,,,,,5,,53,45,7.8,11,33.3,10.3,,preparation flake,,,,,,,,,,,flake,,,cortical,,,,,
1750,,,,,5,,28,10,2.8,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
1767,,,,,,,52,28.2,5.7,7.2,,,,,,,1,inverse,right,partial,short,low,subparallel,,flake,,,linear,,,,,
1787,,,,,25,,37.5,27,5.7,,18.8,3.8,,core preparation,,,,,,,,,,,flake,,,indent,,,,,
1769,,,,,,,35,35,13.2,,,,,,,,,,,,,,,,debri,,,,,,,,
1780,,,,,,,28.5,8.4,2.3,,3.8,1.2,,,,,1,inverse,left,continous,long,low,scaled,,bladelet-pro,,,linear,,,,,
1752,,,,,,,25.4,12.5,3.3,3.4,4.5,1.1,,,,,1,direct,left,continous,short,low,sub-parallel,,bladelet-pro,,,linear,,,,,
1776,,,,,,,18.5,13.5,5.1,,,,,,,,,,,,,,,,blade-mid,,,li,,,,,
1763,,,,,,,21.5,4.1,2.8,,,,,,1,,,,,,,,,,bladelet-mid,,,,,,,,
1759,,,,,,,41,13.5,3.8,,,,,,1,,,,,,,,,,blade-mid,,,,,,,,
1793,,,,,,,28,10.7,2.6,2.8,3.3,1.4,,,1,,,,,,,,,,bldelety-pro,,,punctiform,,,,,
1772,,,,,,,36,22.8,8.5,,,,,,1,,,,,,,,,,flake,,,,,,,,
*1779,,,,,,,29,7.3,3.2,3.6,3.4,1.1,1,,,,1,direct,left-right/dis,continous,short,semi-abrupt/low,scaled/sub-parallel,,bladelet-pro,,,linear,,,,,
1803,,,,,5,,34.4,7.4,3.2,,,,,borer,,,1,direct,left-right.16.6,continous,short,abrupt,sub-parallel,,bladelet-dis,,,,,,,,
1804,,,,,,,25.5,8.3,2,,,,,borer,,,1,direct,left-right/17.2,,,abrupt,,,bladelet-mid,,,,,,,,
1800,,,,,,,19,6.9,2.3,8.2,,,,atypical borer,,,1,direct,left-right-8,continous,,abrupt,,,bladelet-dis,,,,,,,,
1782,,,,,,,20.1,11.9,3,,,,,,1,,,,,,,,,,bladelet-mid,,,,,,,burnt,
1795,,,,,,,25.8,11.3,2.1,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
1791,,,,,5,,35,5.7,2.3,,,,,,,,1,direct,rightdistal,partial,short,low,sub-parallel,,bladelet-dis,,,,,,,,
1777,,,,,,,19.4,5.5,3.2,,,,,,1,,,,,,,,,1,bladelet-mid,,,,,,,,
1773,,,,,,,38.6,8.4,2.8,,,,,,,,1,direct,right,partial,short,abrupt,parallel,,,,,,,,,,
1757,,,,,,,36.4,10,2.2,2.4,5,1.9,,inverse notch,1,,,,,,,,,,bldelet-mid,,,punctiform,,,,,
*1751,,,,,,,36,10,2.2,,3.2,1.5,,denticulate,,,,,,,,,,1,bladelet-pro,,,punctiform,,,,,
1758,,,,,,,23.1,10.3,2.8,,4.8,1.7,,,,,1,inverse,right,partial,short,low,sub-parallel,,bladelet-pro,,,linear,,,,,
1766,,,,,,,12.8,8.8,1.4,,,,,,,,1,direct,?,,short,semi-abrubt,sub-parallel,,chip?,,,,,,,,
1762,,,,,,,29,11.5,2.2,3,1,,,,,1,,,,,,,,,bladelet-pro,,,punctiform,,,,,
1774,,,,,,,21.4,12.2,2.5,2.9,,,,,,,,,,,,,,,bladelet-pro,,,linear?spur,,,,,
1784,,,,,,,39.4,7,2.7,,,,,,,,1,direct,right-left-dis,continous,short,semi-abrupt,sub-parallel,,,,,,,,,,
1761,,,,,,,28.7,10.5,2.7,,1.9,0.4,,,,,1,alternate,right-left-dis,continous,short,semi-abrupt,sub-parallel,,bladelet-pro,,,linear,,,,,
1799,,,,,,,21.6,7.8,2.3,,3,1,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
1775,,,,,,,24,15,2,,,,,,1,,,,,,,,,,flake,,,crushed,,,,,
1786,,,,,,,18,8.6,1.8,2.1,,,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
1770,,,,,,,26,16.2,6.6,,,,,inverse denticulate,,,,,,,,,,,,,,,,,,,
1756,,,,,,,25.7,9.6,2.1,,,,,notch,1,1,,,,,,,,,bladlet-mid,,,,,,,,
1778,,,,,,,13.6,10.4,2.4,,,,,,,,1,direct,,continous,short,abrupt,,,flake,,,,,,,truncation,
1843,56,,,,,,19.8,10.9,2.4,,,,,,,,1,inverse,right ,continous,short,low,scaled,,bladelet-mid,,,,,,,,
1848,,,,,,,24.8,8.7,2,,,,,,,,1,alternate,left-right,continous,short,low,,,bladelet,,,,,,,burnt,
1816,,,,,,,27.7,5.6,3.7,,,,,,,,1,inverse,right,continous,short,low,sub-paralel,,bladelet-pro,,,linera,,,,adhesive,
1841,,,,,5,,24,10,3.5,,,,,notch,,,,,,,,,,,bladelet-dis,,,,,,,,
1805,,,,,,,48,18.5,8.8,9.2,23.4,6,,,1,,,,,,,,,,flake,,,plain,,,,,
1828,,,,,,,57,22,8.7,8.9,17,7,1,,1,1,,,,,,,,,blade,,,plain,,,,,
1839,,,,,,,32,9.5,2.9,3,4,1,,borer,,,1,inverse,right-left-dis,continous,short,abrupt,sub-parallel,,bladelet-pro,,,punctiform,,,,,
1813,,,,,,,20.5,26,4.2,4.4,5.1,1.9,1,,,,1,direct,distal,continous,,semi-abrupt,sub-parallel,,flake,,,linear,,,,,
1826,,,,,,,60,13,3.2,3.7,3.5,0.5,,,,,,,,,,,,,bladelet,,,linear,,,,,
1827,,,,,,,32,10.8,2.8,,,,,,1,,,,,,,,,,blade-mid,,,,,,,adhesive,
1820,,,,,,,33.5,7.4,2.5,2.7,,,,,1,,1,direct,right/dis,continous,short,low,sub-parallel,,bladelet,,,retouched,,,,,
1817,,,,,,,39,12.7,3.4,4.1,3,1.4,,,1,1,,,,,,,,,blade-pro,,,punctiform,,,,,
1847,,,,,,,40,10,3.4,,,,,,1,,,,,,,,,,bladelet-pro,,,broken,,,,,
1835,,,,,,,17,20,4.7,,,,,,,,,,,,,,,,flake-dis,,,,,,,,
1823,,,,,,,27.3,11,3.8,,,,,inverse denticulate,,,,,,,,,,,bladelet-mid,,,,,,,,
1838,,,,,,,34,9.4,2.6,,,,,,1,,,,,,,,,,vladelet-mid,,,,,,,,
1809,,,,,,,37,10.6,2.9,,,,,,,,1,inverse,,,,,,,,,,,,,,,
1845,,,,,,,28.4,14.5,4.5,,5.5,1.6,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
1831,,,,,,,39,15.4,8.1,,,,,,1,,,,,,,,,,flake,,,,,,,,
1812,,,,,,,23.4,19.1,9.3,,,,,,,,,,,,,,,,,,,,,,,,
1821,,,,,,,32,11.3,3.5,4.7,1.5,,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
1849,,,,,,,18.5,8.5,3.2,,,,,,,,1,inverse,mesial,continous,short,low,scaled,,bladelet-mid,,,,,,,,
1844,,,,,,,33,7.4,2.1,,,,,,,,1,inverse,,partial,short,,scaled,,bladelet-mid,,,,,,,,
1832,,,,,,,31,12.4,3,,,,,,,1,,direct,mesial,,short,,,,blade-mid,,,,,,,,
1821,,,,,,,30,10.5,4.3,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
1843,,,,,10,,30.4,11,3,3.2,4,4.2,,,,,1,direct,left,partial,short,semi-abrupt,seb-parallel,,bladelet-pro,,,punctiform,,,,,
1836,,,,,,,31,11,2.7,,,,,,,,,inverse,left,continous,short,low,scaled,,bladelet-mid,,,,,,,,
1840,,,,,10,,21.3,11.2,4.2,,,,,naturaly backed knife,1,,,,,,,,,,blade-mid,,,,,,,,
1807,,,,,,,20.7,13.7,3,,,,,,1,,,,,,,,,,bladelet-mid,,,,,,,,
1734,45,,,,30,,51,36.4,,,,,,pyramid bladelet core,,,,,,,,,,,,,,,,,,,
1735,,,,,50,,52.2,43.2,,,,,,flat bladelet core,,,,,,,,,,,,,,,,,,,
1742,,,,,,,60,20.8,,,,,,bladelet core fragment,,,,,,,,,,,,,,,,,,,
1740,,,,,30,,56.3,28.9,,,,,,blade core,,,,,,,,,,,,,,,,,,,
1736,,,,,,,52.7,32.1,,,,,,pyramid bladelet core ,,,,,,,,,,,,,,,,,,partialy broken,
1748,,,,,20,,35,20.4,,,,,,bullet bladelet core,,,,,,,,,,,,,,,,,,,
1747,,,,,,,13.4,18.4,6.4,,,,,coe rejuvention flake,,,,,,,,,,,,,,,,,,detachedfrom platform,
1742,,,,,15,,34,30,,,,,,finished bladelet core,,,,,,,,,,,,,,,,,,,
1738,,,,,15,,54,36,,,,,,failed? Pyramid core?,,,,,,,,,,,,,,,,,,,
1745,,,,,40,,36,29,,,,,,pyramid plain bladelet core,,,,,,,,,,,,,,,,,,,
1744,,,,,40,,45,36,12.4,,,,,coe on flake,,,,,,,,,,,,,,,,,,,
1729,56,,,,60,,67,36,,,,,,bladelet core  ,,,,,,,,,,,,,,,,,,,
1722,,,,,,,38.4,26.2,11.5,,,,,flat bladelet core,,,,,,,,,,,,,,,,,,,
1732,,,,,,,13.5,24.6,3.5,,,,,coe ejuvention flake,,,,,,,,,,,,,,,,,,,
1724,,,,,20,,22,38,,,,,,bladelet coe rejuvention tablet?,,,,,,,,,,,,,,,,,,,
1725,,,,,35,,52.9,34.3,,,,,,pyramid core,,,,,,,,,,,,,,,,,,,
1727,,,,,,,27.8,33.7,,,,,,pyramid bladelet core,,,,,,,,,,,,,,,,,,,
1726,,,,,,,37.4,21.1,3.9,,,,1,bladelet core tablet,,,,,,,,,,,flake,,,punctiform,,,,,
1721,,,,,25,,41.6,91.6,,,24.4,11.4,,,,,,,,,,,,,flake,,,plain,,,,,
2098,267,,,,,,21,9.4,2.3,2.7,,,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2055,,,,,,,36.8,10.9,4.4,4.6,5.2,1.9,,,1,,,,,,,,,,bladelet pro,,,linear,,,,,
2075,,,,,,,32,8.3,2.1,,2.7,1.4,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,burnt,
2057,,,,,,,27.2,9.8,2.1,2.3,3.8,0.9,,,,,,,,,,,,,bladelet-po,,,linera,,,,,
2103,,,,,,,21.6,10.4,3.3,3.4,4.4,1.2,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2087,,,,,,,20.5,7.5,1.8,,,,,,1,,,,,,,,,,bladelet-mid,,,,,,,bunt,
2052,,,,,,,19.6,11.6,3.4,,3,0.8,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2099,,,,,,,23.8,10.2,2.5,2.9,6.3,1,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,lip,
2067,,,,,,,27,7.5,2,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2097,,,,,,,19,11.2,3.4,,6.4,1.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2065,,,,,,,29,10.3,2.8,,,,,,,,,,,,,,,1,bladelet-mid,,,,,,,,
2076,,,,,,,20.8,13.3,2.5,,5,1.2,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2079,,,,,,,26,18,3,,,,,,,,,,,,,,,,flake-dis,,,,,,,,
2089,,,,,,,16,9.7,1.2,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2100,,,,,,,18,12.2,3.3,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2058,,,,,,,22.6,7.5,1.4,,3,1.2,,,,,,,,,,,,,bladelet-mid,,,linear,,,,burnt,
2061,,,,,,,22.7,11.7,2.1,2.5,,,1,,1,,,,,,,,,,bladelet-pro,,,crushed,,,,,
2101,,,,,,,15.3,5.6,1.5,,,,,,1,,,,,,,,,,bladelet-mid,,,,,,,burnt,
2073,,,,,,,24.4,7.8,2.4,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2092,,,,,,,19.4,8.9,1.4,3.9,1,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2096,,,,,,,27.5,7.8,1.9,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2104,,,,,,,24.7,10.2,2,2.3,5,1.5,,,,,,,,,,,,,bladelet-pro,,,faceted,,,,,
2059,,,,,,,25.8,8.7,2.4,,3.8,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2074,,,,,,,20.7,9.7,2.2,2.3,3.2,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2015,,,,,,,14.2,13.2,1.8,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2082,,,,,,,33,6,0.8,,,,,,,,,,,,,,,,bladelet-pro,,,,,,,,
2070,,,,,,,23,7.8,1.8,,,,,,1,,,,,,,,,,bladelet-dis,,,,,,,,
2071,,,,,5,,30.6,8.1,2,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2091,,,,,,,20,9.4,1.6,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2106,,,,,,,20.6,6.3,1.3,,,,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2053,,,,,,,17.4,7.4,1.5,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2093,,,,,,,17.3,5.7,1.1,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2072,,,,,,,21,8.6,3.8,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2069,,,,,,,24.8,8.4,2.5,,,,,,,,,,,,,,,,bladelet-po,,,linear,,,,,
2083,,,,,,,19.7,7.7,1.3,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2078,,,,,,,19.5,8.7,1.7,,,,,,1,,,,,,,,,,bladelet-dis,,,,,,,,
2086,,,,,,,6.6,6.5,1,,,,,,,,,,,,,,,,bladelet-pro,,,,,,,,
2109,,,,,,,17,7.5,1.6,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2095,,,,,,,7.5,7.9,2,,,,,,,,,,,,,,,,bladelet-pro,,,broken,,,,,
2010,234,,,,,,13.4,9.5,1.7,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2030,234,,,,5,,31,10,2.2,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2009,,,,,,,30,9,2.4,,3.5,1,,,,,,,,,,,,,bladele-pro,,,linear,,,,,
1999,,,,,,,32.4,11,2.5,,4.3,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
1989,,,,,,,35,12.4,2.2,,8,0.8,,,,,,,,,,,,,bladelet-po,,,linear,,,,,
2022,,,,,,,27,11,2.5,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2017,,,,,,,33.7,8.5,1.8,2.2,,,,,,,,,,,,,,,bladelet-pro,,,cortical,,,,,
2006,,,,,,,20,12.3,2.4,,,,,,,,,,,,,,,,blade-mid,,,,,,,,
1991,,,,,,,26,12,2.3,,,,,,,,,,,,,,,,blade-mid,,,,,,,,
1985,,,,,,,42.8,17.3,6,,,,,,,,,,,,,,,,blade-dis,,,,,,,,
1984,,,,,,,26,14.7,2.5,,,,,,,,,,,,,,,,blade-mid,,,,,,,,
1986,,,,,5,,37.7,0,2.5,2.7,,,,,,,,,,,,,,,bladelet-mid,,,punctiform,,,,,
1987,,,,,,,32,7,2.7,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2011,,,,,,,19,11,2.8,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
1988,,,,,20,,20,13.8,3.5,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2003,,,,,,,19.5,6.2,0.9,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
1996,,,,,,,27,7.8,1.4,1.5,3.7,0.2,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2043,,,,,,,16,12,1.3,1.5,2.8,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2015,,,,,,,19,6.5,0.6,,2.2,0.1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2007,,,,,,,24,10,1.3,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
1990,,,,,,,40,9.4,3.6,,3.5,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2019,,,,,,,21.8,11.4,2.3,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2029,,,,,,,24,10,2,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2023,,,,,,,21,10.5,2.5,,,,1,,,,,,,,,,,,bladelet-pro,,,,,,,,
2002,,,,,,,30,5,1.8,,,,,,,,,,,,,,,,bladelet,,,linear,,,,,
2000,,,,,,,16.4,10,2,,,,,,,,,,,,,,,,blade-mid,,,,,,,,
2038,,,,,,,12.3,8.4,1.5,,,,,notch,,1,,,,,,,,,bladelet-mid,,,,,,,,
2021,,,,,,,15.6,9.2,1,,,,,,,,,,,,,,,,bladelet-pro,,,cortical,,,,,
1995,,,,,,,19.3,6.5,2.5,,,,,,1,,,,,,,,,,bladelet-mid,,,,,,,,
2037,,,,,,,11,9.5,1.4,,,,,,1,,,,,,,,,,bladelet-mid,,,,,,,,
2033,,,,,,,11,6.7,2,2.2,5,1,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2008,,,,,,,21,9.3,2.7,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2018,,,,,,,15.6,5.4,1.2,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2012,,,,,,,19,9,2.7,,,,,notch,,1,,,,,,,,,bladelet-mid,,,,,,,,
1994,,,,,,,17,10,2.8,,5,2.8,,,,,,,,,,,,,bladelet-pro,,,plain,,,,lip,
2040,,,,,,,20,9,2.7,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
1997,,,,,,,33,10,2.9,3.1,,,,,1,,,,,,,,,,bladelet-pro,,,emoved,,,,,
2024,,,,,,,21,8,2.1,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2042,,,,,,,18,8.8,1.8,,,,,,,,,,,,,,,,bladelet-pro,,,removed,,,,,
2004,,,,,,,13,7.2,3,,4.5,1.6,,,,,,,,,,,,,bladelet-pro,,,plain,,,,,
2047,234,,,,,,11,7,2,,,,,,,,,,,,,,,,bladelet-mid,,,,,,,,
2045,,,,,,,26,19,,,,,,pyramid bladeleet core,,,,,,,,,,,,,,,,,,,
1970,256,,,,,,30,30,6.6,7,9.5,6.1,,,1,,,,,,,,,,flake,,,plain,,,,percussion,
1967,,,,,,,33,33.4,8.2,,,,,,,,,,,,,,,,flake,,,cortical,,,,percussion,
1964,,,,,5,,64,29.1,8.1,4.2,5.7,,,,,,,,,,,,,,blade,,,plain,,,,percussion,
1940,,,,,,,31.4,13.2,5.4,,,,,,1,,,,,,,,,,blade-dis,,,,,,,,
1925,,,,,,,69,15.6,10,,15,9,,,1,,,,,,,,,,blade,,,plain,,,,percussion,
1932,,,,,,,52,19,8.7,17.4,6,,,,,,,,,,,,,,blade,,,plain,,,,percussion,
1929,,,,,,,36,8.8,2.5,2.7,,,,borer??,,,1,inverse,allaround,partial,short,low,sub-parallel,,bladelet,,,removed,,,,,
1942,,,,,,,56,14,3.9,4.2,9.4,4.4,1,,,,1,inverse,left,partial,short,low,sub-parallel,,blade,,,plain,,,,percussion.ponit of percussion,
1969,,,,,,,28,33,9.5,,25,8,1,,,,,,,,,,,,flake,,,plain,,,,percussion ,
1943,,,,,25,,49,20,11.3,,,,,,,,,,,,,,,,blade-mid,,,,,,,,
1968,,,,,,,38,18,6.9,,,,,chunk,,,,,,,,,,,,,,,,,,,
1934,,,,,,,38,12.2,3.6,,4.3,2.5,1,,1,,,,,,,,,,bladelet-mid,,,plain,,,,,
1927,,,,,10,,25.6,26.3,10,6,2.6,,,core rejuvention,1,,,,,,,,,,flake,,,faceted,,,,,
1928,,,,,,,31,21,7,,,,,flake,,,,,,,,,,,flake-dis,,,,,,,,
1930,,,,,,,18.5,13.3,7.8,,,,,,1,,1,inverse,mesial,discontinous,short,low,sub-prallel,1,bladelet-dis,,,,,,,,
1971,,,,,,,32.5,20,6,6.4,12.8,5.3,1,end scraper,,,1,direct,left-right-dis,continous,short,abrupt,sub-parallel,,blade,,,plain,,,,,
1939,,,,,,,33.5,9.3,4.1,,,,,,1,,1,direct,mesial,continous,short,semi-abrupt,sub-parallel,,bladelet-dis,,,,,,,,
1931,,,,,,,26,15.7,4.4,4.8,10.7,2.8,1,,1,,,,,,,,,,blade-pro,,,linear,,,,,
1945,,,,,,,25,12.4,4.1,4.2,,,,,,,,,,,,,,,blade-mid,,,linear,,,,,
1961,,,,,,,27.3,12.8,2.8,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
