Lithic ID,TA,AREA,DEPTH (cm),Raw Material,Colour/Grain/Opacity,Pattern,Cortex (%),Weight (g),Length (mm),Width (mm),Thickness (mm),Bulb Thickness (mm),Platform Thickness (mm),platform Length (mm),Eraillure,Typology,Utilization,Retouch,Retouch Position,Retouch Localization,Retouch Distribution,Retouch Intensity,Retouch ANGLE,RETOUCH MORPHOLOGY,SHINE,Blank,Breakage,Num of Scars on Cores,Platform Typology,Removal blank,Core Typology,Termination,Comments,Photo Number
618,45,A,40-50,,,,0,,19.1,15.9,3.7,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
669,45,A,40-50,,,,0,,19,9.4,1.8,,,,,NOTCH,1,1,INVERSE,,CONTINOUS,SHORT,LOW,SUB-PARALLEL,0,BLADELET-DIS,,,,,,,,
450,45,A,40-50,,,,0,,20,12.2,2.9,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
649,45,A,40-50,,,,0,,20.5,"5,3",2.3,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
613,45,A,40-50,,,,0,,21.3,9.3,2.2,2.4,4.2,0.9,0,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,
439,45,A,40-50,,,,0,,15,8.1,1.6,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
549,45,A,40-50,,,,0,,23.3,10.6,3.4,3.5,3.8,4.7,1,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,
511,45,A,40-50,,,,0,,20.9,7.4,1.6,1.9,3.6,0.9,0,,1,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,
596,45,A,40-50,,,,0,,33,10.5,2.3,,,,,,1,0,,,,,,,0,BLADELET-DIS,,,,,,,,
603,45,A,40-50,,,,0,,20.3,10,1.7,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
685,45,A,40-50,,,,0,,14.4,7.8,1.5,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
502,45,A,40-50,,,,0,,22,4.1,1.8,,,,,,1,0,,,,,,,0,BLADELET-PRO,,,,,,,,
522,45,A,40-50,,,,0,,26.2,12.8,2,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,,
539,45,A,40-50,,,,0,,36.3,8.2,2.1,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,,
610,45,A,40-50,,,,0,,30,12.3,3.5,3,4.1,0.9,0,,0,0,,,,,,,0,BLADELET,,,LINEAR,,,,,
567,45,A,40-50,,,,0,,24.1,12.1,3.3,3.4,4.1,1.3,0,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,
497,45,A,40-50,,,,0,,27.9,11.4,2.1,,,,,,1,0,,,,,,,1,BLADELET-MED,,,,,,,,
491,45,A,40-50,,,,0,,31.9,9.1,3.7,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,,
665,45,A,40-50,,,,0,,16.9,6.7,1.6,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
528,45,A,40-50,,,,0,,28.7,9.7,1.7,2.5,2.2,1.1,0,,0,0,,,,,,,0,BLADELET,,,PUNCTIFORM,,,,,
602,45,A,40-50,,,,0,,23.6,10.1,3.2,3.4,4.1,1.7,0,,0,0,,,,,,,0,BLADELET-PRO,,,PLAIN,,,,,
693,45,A,40-50,,,,0,,20.2,10.4,3.5,,,,,,1,0,,,,,,,0,BLADELET-MED,,,BURNT,,,,BURNT,
481,45,A,40-50,,,,0,,23,10,3.4,,,,,,0,0,,,,,,,0,BLADELT-MED,,,,,,,,
445,45,A,40-50,,,,0,,30.4,9.8,1.9,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,TERMAL EFFECT,
627,45,A,40-50,,,,0,,18.6,8.8,1.6,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,BURNT,
608,45,A,40-50,,,,0,,25.7,9.5,2.7,3.2,4.8,1.7,0,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,
660,45,A,40-50,,,,0,,15.8,10.2,1.4,2.7,3.8,1.3,1,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,
569,45,A,40-50,,,,0,,23.9,8.6,2.4,2.8,2.2,0.8,0,,1,0,,,,,,,0,BLADELET,,,PUNCTIFORM,,,,BREAKAGE ON DISTAL,
589,45,A,40-50,,,,0,,22.8,7.4,1.3,1.8,,,0,,0,0,,,,,,,0,BLADELET-PRO,,,PUNCTIFORM,,,,,
519,45,A,40-50,,,,0,,18.5,9.1,2.6,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,HEAVILY USED,
625,45,A,40-50,,,,0,,12.6,6.9,1.7,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
664,45,A,40-50,,,,0,,22.4,5.8,1,1.5,,,1,,0,0,,,,,,,0,BLADELET,,,PUNCTIFORM,,,,,
531,45,A,40-50,,,,0,,18.4,6.8,2,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
592,45,A,40-50,,,,0,,26,9.2,2.4,,,,,,0,0,,,,,,,0,BLADELET-PRO,,,,,,,,
635,45,A,40-50,,,,0,,22.1,12,2.3,2.8,3.4,1.1,0,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,
489,45,A,40-50,,,,0,,42.9,11.8,2,,,,,,0,0,,,,,,,0,BLADELET-PRO,,,BROKEN,,,,,
529,45,A,40-50,,,,0,,34.2,10.5,2.4,2.7,2.9,0.7,,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,
477,45,A,40-50,,,,0,,48.3,11,3.2,3.4,2.6,1.9,0,,0,0,,,,,,,0,BLADELET,,,PUNCTIFORM,,,,BRAKAGE ON DISTAL,
607,45,A,40-50,,,,0,,31.7,8.8,2.5,2.6,3.7,0.9,0,,1,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,
626,45,A,40-50,,,,0,,25,10,2.2,2.6,3.6,1.3,0,,0,0,,,,,,,0,BLADELT-PRO,,,LINEAR,,,,,
516,45,A,40-50,,,,0,,31,12.9,3.4,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,,
506,45,A,40-50,,,,0,,16.5,9.2,2.3,2.5,,,1,NOTCH,0,1,DIRECT,,CONTINOUS,SHORT,ABRUPT,SUB-PARALLEL,0,BLADELET-PRO,,,?,,,,,
470,45,A,40-50,,,,0,,43.2,13.3,4.8,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,,
499,45,A,40-50,,,,0,,8.8,9.5,1,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
614,45,A,40-50,,,,0,,29.8,11.9,2.7,3.9,2.6,1.2,1,,1,0,,,,,,,0,BLADELET-PRO,,,PUNCTIFORM,,,,,
540,45,A,40-50,,,,0,,26.9,7.4,1.7,2,3.9,1,1,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,
600,45,A,40-50,,,,0,,9.4,9.9,1.5,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
620,45,A,40-50,,,,0,,16.8,5.2,1.2,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
480,45,A,40-50,,,,0,,50,12.3,2.7,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,,
570,45,A,40-50,,,,0,,33.9,16,2.9,3.5,4.4,1.4,0,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,
455,45,A,40-50,,,,0,,41.2,12.6,3,3.5,4.6,2.4,0,,1,0,,,,,,,0,BLADELET-PRO,,,PLAIN,,,,,
485,45,A,40-50,,,,0,,39.8,13.3,3.9,4.2,5.4,2,0,,0,0,,,,,,,0,BLADELET-PRO,,,PLAIN,,,,,
611,45,A,40-50,,,,0,,17.8,8.3,2.3,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
507,45,A,40-50,,,,0,,40.7,14.8,3.7,4.2,5.2,1.2,0,,1,0,,,,,,,0,BLADELET-PRO,,,PLAIN (?),,,,,
525,45,A,40-50,,,,0,,19.1,9.4,1.6,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,,
545,45,A,40-50,,,,0,,13.8,8.8,1.4,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
471,45,A,40-50,,,,0,,26.1,11.6,2.2,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
601,45,A,40-50,,,,0,,26.4,12.4,2.3,2.5,3.8,0.9,,,1,0,,,,,,,0,BLADELET-PRO,,,?,,,,,
581,45,A,40-50,,,,0,,23,6.3,1.2,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,,
582,45,A,40-50,,,,0,,20.6,12.5,4.1,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,,
543,45,A,40-50,,,,0,,13.1,8.8,2.1,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
677,45,A,40-50,,,,0,,21.4,6.8,1.4,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
532,45,A,40-50,,,,0,,29.3,7.4,1.5,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,,
515,45,A,40-50,,,,0,,37.9,10.8,2.7,3,2.5,1,0,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
557,45,A,40-50,,,,0,,18,11.1,3.2,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,,
467,45,A,40-50,,,,0,,23,3.8,1.1,1.3,,,,,0,0,,,,,,,0,BLADELET-MED,,,PUNCTIFORM,,,,,
555,45,A,40-50,,,,0,,15.7,10.2,2.1,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,HEAVILY USED/ BURNT,
587,45,A,40-50,,,,0,,16,7.3,1.6,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,,
441,45,A,40-50,,,,0,,22.2,8.4,1.9,2.2,,,,,,,,,,,,,0,BLADELET,,,,,,,,
684,45,A,40-50,,,,0,,17.1,9.1,1.9,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,
556,45,A,40-50,,,,0,,24.3,8.8,3,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,,
682,45,A,40-50,,,,0,,28.3,11.2,2.3,,,,,,0,0,,,,,,,0,BLADELET- DIS,,,,,,,,
461,45,A,40-50,,,,0,,30.7,9.7,2.9,3.1,2.9,1.2,,,1,0,,,,,,,0,BLADELET-PRO,,,PUNCTIFORM,,,,,
694,45,A,40-50,,,,0,,21.3,7.2,1.1,1.1,1.7,0.7,,,0,0,,,,,,,0,BLADELET-PRO,,,PUNCTIFORM,,,,,
541,45,A,40-50,,,,0,,25.8,12.8,3.1,,,,,,1,0,,,,,,,0,BLADELET-MED,1,,,,,,HEAVILY USED,
486,45,A,40-50,,,,0,,31.6,10.6,2,1.6,3.9,1.1,0,,1,0,,,,,,,1,BLADELET-PRO,0,,LINEAR?,,,,,
468,45,A,40-50,,,,0,,20.5,9.2,1.2,1.5,4,0.7,1,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,
483,45,A,40-50,,,,0,,30,9.7,2.6,3.4,2.9,1.2,0,,1,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,
633,45,A,40-50,,,,0,,22,7.8,1.8,2.2,,,0,,0,0,,,,,,,0,BLADELET-PRO,0,,?,,,,,
605,45,A,40-50,,,,0,,28.3,5.9,1.2,,,,,,0,0,,,,,,,0,BLADELET-DIS,0,,,,,,,
671,45,A,40-50,,,,0,,28.3,9.1,1.9,2.2,,,,,0,0,,,,,,,0,BLADELET-PRO,0,,?,,,,,
514,45,A,40-50,,,,0,,26.4,8.1,2.7,2.3,2.7,2,1,,1,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,
621,45,A,40-50,,,,0,,13.6,8.8,2.7,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
553,45,A,40-50,,,,0,,19.9,13.6,2.6,,,,,,1,0,,,,,,,0,BLADELET-MED,0,,,,,,,
564,45,A,40-50,,,,0,,28.3,10,2.4,2.7,3,1,0,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,
575,45,A,40-50,,,,0,,24,13.6,3.9,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
550,45,A,40-50,,,,0,,21,7.2,1.9,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
537,45,A,40-50,,,,0,,19.1,7.1,1.4,1.6,,,0,,0,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,
630,45,A,40-50,,,,10,,23.3,11.8,2.9,3.1,3.4,0.8,0,,1,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,
689,45,A,40-50,,,,0,,19.8,8.9,1.9,9.2,2.3,0.8,0,,0,0,,,,,,,0,BLADELET- PRO,0,,PUNCTIFORM,,,,,
638,45,A,40-50,,,,0,,23.9,7.1,1.7,1.8,2.5,0.6,0,,0,0,,,,,,,0,BLADELET,0,,LINEAR,,,,,
546,45,A,40-50,,,,0,,23.9,10.8,2.7,3.3,,,,,0,0,,,,,,,0,BLADELET,0,,,,,,BREAKAGE ON DISTAL,
673,45,A,40-50,,,,0,,19,10.1,1.9,2.6,,,,,0,0,,,,,,,0,BLADELET,0,,BROKEN,,,,BREAKAGE ON BUTT,
493,45,A,40-50,,,,0,,17.4,8.1,2.1,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
599,45,A,40-50,,,,0,,15.1,10.2,2.2,2.3,4,0.8,0,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,
654,45,A,40-50,,,,0,,18.2,7.5,1.6,,,,,,0,0,,,,,,,0,BLADELET-PRO,0,,BROKEN,,,,BREAKAGE ON BUTT,
687,45,A,40-50,,,,0,,10.3,5.8,1.5,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
653,45,A,40-50,,,,0,,15.8,8.6,1.8,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,BURNT,
679,45,A,40-50,,,,0,,15.5,6.9,1.3,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
573,45,A,40-50,,,,0,,13.9,8.3,1.7,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,BURNT,,,,,
500,45,A,40-50,,,,0,,17.3,9.2,3,,,,,NOTCH,1,1,DIRECT,,CONTINOUS,SHORT,LOW,SUB-PARALLEL,0,BLADELET-MED,0,,,,,,ADHESIVE?,
576,45,A,40-50,,,,0,,13.1,8.3,1.5,1.9,3.3,1,0,,0,0,,,,,,,0,BLADELET-PRO,0,,,,,,,
509,45,A,40-50,,,,0,,19.3,7.7,1.6,1.9,1.7,1,0,,0,0,,,,,,,0,BLADELET-PRO,0,,,,,,,
442,45,A,40-50,,,,0,,17.6,8.8,3.1,,,,,,0,0,,,,,,,0,BLADELET-PRO,0,,?,,,,,
844,72,A,,,,,0,,27.2,17.3,2.7,,,,,,1,0,,,,,,,0,BLADE-MED,0,,,,,,,
845,72,A,,,,,0,,68.6,10.8,3,3.5,5.9,2.7,0,,0,0,,,,,,,0,BLADELET,0,,PLAIN,,,,,
835,72,A,,,,,0,,26,13.4,3.1,,,,,,1,0,,,,,,,0,BLADELET,0,,,,,,,
837,72,A,,,,,0,,42.3,6.5,1.5,1.8,,,,,0,0,,,,,,,0,BLADELET,0,,BROKEN,,,,,
820,72,A,,,,,0,,31.3,11.8,2,2.2,4.2,1.1,0,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,
827,72,A,,,,,0,,33.8,8.5,3.4,3.4,3.4,0.7,0,,0,0,,,,,,,0,BLADELET-PRO,,,,,,,,
842,72,A,,,,,5,,29.4,10.7,2.2,,,,,,1,0,,,,,,,0,BLADELET-MED,0,,,,,,HEAVILY USED,
876,72,A,,,,,0,,42.5,12.3,3.1,3.5,3,1.3,0,,1,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,
849,72,A,,,,,0,,21.7,9.1,2,2.5,2.2,0.7,0,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,
988,72,A,,,,,0,,20.7,11.5,3,,,,,,1,0,,,,,,,0,BLADELET-MED,0,,,,,,,
816,72,A,,,,,0,,27.2,12.5,2.5,,,,,,1,0,,,,,,,0,BLADELET-MED,0,,,,,,BURNT,
877,72,A,,,,,0,,28.9,12.3,3.2,2.8,5.8,1.5,,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,
828,72,A,,,,,0,,17.6,10.6,2.8,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
856,72,A,,,,,0,,21.5,13.7,5.6,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
895,72,A,,,,,0,,33.4,11.5,3.2,3.7,4.5,1.6,0,,0,0,,,,,,,0,BLADELET,0,,?,,,,,
862,72,A,,,,,0,,20.4,8.3,2.1,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
853,72,A,,,,,0,,20.4,11.3,2.6,2.6,3.5,1.3,0,,0,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,
814,72,A,,,,,0,,44,12.7,2.4,2.5,,,1,,0,1,ALTERNATE,,PARTIAL,SHORT,LOW,SUB-PARALLEL,0,BLADELET-PRO,0,,BROKEN,,,,,
879,72,A,,,,,20,,24.2,11.2,2.9,3.5,3.6,1.4,0,,1,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,
870,72,A,,,,,0,,24.9,11.8,3.6,,,,,,1,0,,,,,,,0,BLADELET-MED,0,,,,,,HEAVILY USED,
803,72,A,,,,,0,,31,8.8,2.5,,,,,,0,0,,,,,,,0,BLADELET-DIS,0,,,,,,,
869,72,A,,,,,0,,17.2,9.3,2.1,,,,,,0,0,,,,,,,0,BLADELET-DIS,0,,,,,,,
872,72,A,,,,,0,,21.1,10.1,2.5,2.6,3.5,1,,,0,0,,,,,,,0,DLADELET-PRO,0,,LINEAR,,,,,
848,72,A,,,,,0,,33.7,9.3,1.9,2.2,4,0.9,,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,
889,72,A,,,,,0,,16.6,10.8,2.2,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
882,72,A,,,,,0,,23.8,7.9,2.1,2.2,,,,,0,0,,,,,,,0,BLADELET-PRO,0,,?,,,,,
868,72,A,,,,,0,,24.2,9.6,2.4,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
829,72,A,,,,,0,,24.4,14.1,3.8,3,,,,,0,0,,,,,,,0,BLADELET-PRO,0,,BROKEN,,,,,
841,72,A,,,,,0,,21.2,7.3,2,2.2,1.8,,,,0,0,,,,,,,0,BLADELET,0,,BROKEN,,,,,
884,72,A,,,,,0,,44.6,8.9,1.9,,,,,,0,0,,,,,,,0,BLADELET-DIS,0,,,,,,,
875,72,A,,,,,0,,30.1,9.7,1.4,2,,,,,0,0,,,,,,,0,BLADELET,0,,PUNCTIFORM,,,,BREAKAGE ON DISTAL,
839,72,A,,,,,0,,20.1,9.1,3,,,,,,1,0,,,,,,,0,BLADELET-MED,0,,,,,,,
888,72,A,,,,,0,,20.6,11,2.8,2.9,3,,,,0,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,
817,72,A,,,,,0,,27.9,7.9,1,1.5,2.7,0.5,,,0,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,
893,72,A,,,,,0,,22.8,11.4,2.6,2.8,2.9,1,,,0,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,
897,72,A,,,,,0,,21.1,8.8,1.7,,,,,,0,0,,,,,,,0,BLADELET-DIS,0,,,,,,,
905,72,A,,,,,0,,27.7,12.3,3,3.4,,,,,0,0,,,,,,,0,BLADELET-PRO,,,,,,,,
906,72,A,,,,,0,,14.8,7.4,2,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
900,72,A,,,,,0,,16.7,8.6,1.9,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,
913,67,A,,,,,0,,52.9,14.8,3.6,,,,,,1,0,,,,,,,1,BLADELET-MED,0,,,,,,BREAKAGE ON DISTAL AND PROXIMAL,
929,67,A,,,,,0,,19.4,8.5,4,3.9,3.5,,,SIDE SCRAPER,1,1,DIRECT,,COUNTINOUS,SHORT,SEMI- ABRUPT,SUB-PARALLEL,0,BLADELET,0,,,,,FEATHER,BREAKAGE ON BUTT,
917,67,A,,,,,0,,33,11.6,3.5,,,,,DOUBLE SIDE SCRAPER,,1,DIRECT/ ALTERNATING,,COUNTINOUS,SHORT,SEMI- ABRUPT,SUB-PARALLEL,0,BLADELET-MED,0,,,,,,,
922,67,A,,,,,0,,42.6,14.9,4.7,4.3,4,1.1,,,1,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,
918,67,A,,,,,0,,39.6,10.6,3,,,,,NOTCH,1,1,INVERSE,,PARTIAL,SHORT,SEMI- ABRUPT,SUB-PARALLEL,1,MED,0,,,,,,,
928,67,A,,,,,0,,20.9,7.4,1.9,1.8,2.5,0.7,0,,1,1,ALTERNATE,,PARTIAL,SHORT,LOW/ABRUPT,SUB-PARALLEL,0,PRO,0,,LINEAR,,,,,
942,67,A,,,,,0,,23.7,11.2,4.6,,,,,,1,0,,,,,,,0,DIS,0,,,,,PLUNGING,,
938,67,A,,,,,0,,27,22,4.2,,,,,,1,0,,,,,,,0,MED,0,,,,,,BURNT/ HEAVILY USED,
914,67,A,,,,,0,,17.9,11.8,3.2,,,,,,1,0,,,,,,,0,MED,0,,,,,,BURNT,
937,67,A,,,,,0,,21.4,19.3,8,,,,,CONVERGENT SCRAPER (?),,1,ALTERNATE,,COUNTINOUS,SHORT,LOW,STEPPED (?),0,FLAKE-DIS,0,,,,,FEATHER,,
933,67,A,,,,,0,,28,19,2.1,2.4,5.1,1.3,0,,1,0,,,,,,,0,PRO,0,,LINEAR,,,,,
927,67,A,,,,,0,,18,10,2.2,,,,,DOUBLE SIDE SCRAPER,1,1,INVERSE,,CONTINOUS,LONG,LOW,SUB-PARALLEL,0,MED,0,,,,,,,
916,67,A,,,,,0,,24,104.8,4.5,,,,,,1,0,,,,,,,0,DIS,0,,,,,PLUNGING,BURNT,
*935,67,A,,,,,0,,25.9,13.3,4,4,,,0,DOUBLE NOTCH ON RETOUCHED PIECE,1,1,INVERSE/DIRECT,,PARTIAL,SHORT,LOW,SUB-PARALLEL,0,PRO,0,,,,,,INVERSE RETOUCH ON BUTT,
798,72,A,,,,,0,,57,10,4.2,,,,,RETOUCH PIECE,1,1,INVERSE,,PARTIAL,SHORT,LOW,SUB-PARALLEL,1,DIS,0,,,,,FEATHERE,,
799,72,A,,,,,0,,48,5.8,3.6,3.8,3.7,2,0,RETOUCH PIECES,1,1,DIRECT,,DISCOUNTINOUS,SHORT,LOW,SUB-PARALLEL,1,PRO,0,,PUNCTIFORM,,,,,
758,72,A,,,,,0,,66,14,3.5,3.7,5.6,1.3,0,,1,0,,,,,,,1,PRO,0,,LINEAR,,,,HEAVILY USED,
787,72,A,,,,,0,,21,11,3.4,,,,,DOUBLE SIDE SCRAPER,1,1,DIRECT,,COUNTINOUS,SHORT,ABRUPT,SUB-PARALLEL,0,DIS,0,,,,,FEATHERE,,
750,72,A,,,,,0,,28,17.4,5.3,,,,,SIDE SCRAPER,1,1,INVERSE,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,0,DIS,0,,,,,FEATHERE,,
779,72,A,,,,,0,,38,11.7,2.7,3.1,2.3,1.1,1,SIDE SCRAPER,1,1,ALTERNATING (?),,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,1,PRO,0,,PUNCTIFORM,,,,,
793,72,A,,,,,0,,32,18.6,4.4,,,,,BURIN (?)/ NOTCH/SCRAPER,1,1,DIRECT,,COUNTINOUS,SHORT,SEMI- ABRUPT,SUB-PARALLEL,0,DIS,0,,,,,FEATHER,,
780,72,A,,,,,0,,45,10,2,2.6,3.9,1.4,0,BORER,0,1,ALTERNATING,,PARTIAL,SHORT,SEMI- ABRUPT,SUB-PARALLEL,0,BLADELET,0,,LINEAR,,,FEATHER,,
785,72,A,,,,,0,,24.6,11.8,2.3,2.6,4.6,1.1,0,,1,0,,,,,,,0,PRO,0,,LINEAR,,,,HEAVILY USED,
774,72,A,,,,,0,,35,15.2,3.3,,,,,RETOUCHED PIECE,0,1,INVERSE,,PARTIAL,SHORT,LOW,SUB-PARALLEL,0,MED,0,,,,,,,
788,72,A,,,,,10,,37,10.5,1.8,2.4,3.3,1.2,0,,1,0,,,,,,,0,BLADELET,0,,LINEAR,,,FEATHER,,
771,72,A,,,,,0,,16.3,9.7,2.5,,,,,,1,0,,,,,,,1,MED,0,,,,,,HEAVILY USED,
790,72,A,,,,,0,,34,9.4,3.4,,,,,DOUBLE SIDE SCRAPER,1,1,ALTERNATE,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,0,DIS,0,,,,,FEATHER,,
788,72,A,,,,,0,,30,13.4,2.6,3.1,4,1.2,0,,1,0,,,,,,,0,PRO,0,,LINEAR,,,,HEAVILY USED,
766,72,A,,,,,0,,36,11.8,2.8,,,,,SIDE SCRAPER,0,1,INVERSE,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,1,MED,0,,,,,,BURNT,
783,72,A,,,,,0,,19,7,3.2,,,,,,1,0,,,,,,,1,MED,0,,,,,,,
749,72,A,,,,,0,,26.1,12.9,4.8,,,,,NOTCH/ SIDE SCRAPER,0,1,DIRECT,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,0,MED,0,,,,,,,
970,3,A,0-30,,,,10,,64,23,10,9.4,22.5,7.2,0,,1,0,,,,,,,0,BLADE,0,,PLAIN,,,FEATHER,,
998,3,A,0-30,,,,0,,36.7,12.9,3.5,,,,,,1,0,,,,,,,1,MED,0,,,,,,,
1014,3,A,0-30,,,,0,,29.1,17,4.7,5.4,9.2,5.2,0,,1,0,,,,,,,0,FLAKE,0,,PLAIN,,,,,
984,3,A,0-30,,,,20,,28.4,17,4.8,6.1,,,1,,1,0,,,,,,,0,FLAKE,?,,?,,,FEATHER,,
1010,3,A,0-30,,,,0,,29.8,12.3,3.9,,,,,SIDE SCRAPER,1,1,DIRECT,,COUNTINOUS,SHORT,SEMI- ABRUPT,PARALLEL,0,BLADELET-DIS,0,,,,,PLUNGING,,
1015,3,A,0-30,,,,0,,41,10,2.1,2.3,3.3,0.9,0,,1,0,,,,,,,0,,0,,LINEAR,,,PLUNGING,,
1011,3,A,0-30,,,,0,,24.3,9.7,2.5,2.8,3.6,1.2,0,SIDE SCRAPER,1,1,DIRECT,,COUNTINOUS,SHORT,SEMI- ABRUPT,SUB-PARALLEL,0,BLADELET-PRO,0,,LINEAR,,,,,
988,3,A,0-30,,,,0,,39,13,2.9,,,,,DOUBLE SIDE SCRAPER,1,1,INVERSE,,COUNTINOUS,SHORT,SEMI-ABRUOR/ ABRUPT,SUB-PARALLEL,1,BLADELET- MED,0,,,,,,,
977,3,A,0-30,,,,10,,42.2,10.3,2.5,2.5,2.9,0.6,0,SIDE SCRAPER,1,1,DIRECT,,COUNTINOUS,SHORT,ABRUPT,SUB-PARALLEL,1,BLADELET-PRO,0,,LINEAR,,,,ADHESIVE,
975,3,A,0-30,,,,0,,54,10.4,3.1,3.4,2.7,1.1,0,DOUBLE SIDE SCRAPER,1,1,INVERSE,,COUNTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,1,BLADELET- PRO,0,,PUNCTIFORM,,,,ADHESIVE,
